Question Number,Question Title,Answer Option,Is Correct
"181","Baza danych zawiera tabele z polami: . Aby wyświetlić wszystkie nazwy artykułów wyłącznie typu pralka, dla których cena jest z przedziału 1000 PLN i 1500 PLN, należy zastosować polecenie","D. SELECT nazwa FROM artykuly WHERE typ="pralka" AND cena BETWEEN 1000 AND 1500;",true
"182","Wartość pola tabeli pełniącego rolę klucza podstawowego","A. musi być unikalna",true
"182","Wartość pola tabeli pełniącego rolę klucza podstawowego","B. jest zawsze typu numerycznego",false
"182","Wartość pola tabeli pełniącego rolę klucza podstawowego","C. służy do szyfrowania zawartości tabeli",false
"182","Wartość pola tabeli pełniącego rolę klucza podstawowego","D. może przyjmować wartość pustą (NULL)",false
"183","Aby utworzyć relację jeden do wielu, w tabeli po stronie , należy zdefiniować","A. klucz obcy wskazujący na klucz obcy tabeli po stronie",false
"183","Aby utworzyć relację jeden do wielu, w tabeli po stronie , należy zdefiniować","B. klucz sztuczny odnoszący się do kluczy podstawowych obu tabel",false
"183","Aby utworzyć relację jeden do wielu, w tabeli po stronie , należy zdefiniować","C. klucz obcy wskazujący na klucz podstawowy tabeli po stronie",true
"183","Aby utworzyć relację jeden do wielu, w tabeli po stronie , należy zdefiniować","D. klucz podstawowy wskazujący na klucz podstawowy tabeli po stronie",false
"184","Narzędziem służącym do grupowania i prezentowania informacji z wielu rekordów w celu ich drukowania lub rozpowszechniania jest","A. raport",true
"184","Narzędziem służącym do grupowania i prezentowania informacji z wielu rekordów w celu ich drukowania lub rozpowszechniania jest","B. kwerenda",false
"184","Narzędziem służącym do grupowania i prezentowania informacji z wielu rekordów w celu ich drukowania lub rozpowszechniania jest","C. formularz",false
"184","Narzędziem służącym do grupowania i prezentowania informacji z wielu rekordów w celu ich drukowania lub rozpowszechniania jest","D. makropolecenie",false
"185","Aby uprościć wprowadzenie i edytowanie danych w tabeli, należy zdefiniować","A. kwerendę SELECT",false
"185","Aby uprościć wprowadzenie i edytowanie danych w tabeli, należy zdefiniować","B. formularz",true
"185","Aby uprościć wprowadzenie i edytowanie danych w tabeli, należy zdefiniować","C. raport",false
"185","Aby uprościć wprowadzenie i edytowanie danych w tabeli, należy zdefiniować","D. filtr",false
"186","Baza danych 6-letniej szkoły podstawowej zawiera tabelę z polami: . Wszyscy uczniowie klas 1-5 zdali do następnej klasy. Aby zwiększyć wartość w polu klasa o 1 należy użyć polecenia","A. SELECT szkola FROM klasa=klasa+1 WHERE klasa >=1 AND klasa <=5;",false
"186","Baza danych 6-letniej szkoły podstawowej zawiera tabelę z polami: . Wszyscy uczniowie klas 1-5 zdali do następnej klasy. Aby zwiększyć wartość w polu klasa o 1 należy użyć polecenia","B. SELECT nazwisko, imie FROM klasa=klasa+1 WHERE klasa>1 OR klasa <5;",false
"186","Baza danych 6-letniej szkoły podstawowej zawiera tabelę z polami: . Wszyscy uczniowie klas 1-5 zdali do następnej klasy. Aby zwiększyć wartość w polu klasa o 1 należy użyć polecenia","C. UPDATE szkola SET klasa=klasa+1 WHERE klasa>=1 AND klasa <=5;",true
"186","Baza danych 6-letniej szkoły podstawowej zawiera tabelę z polami: . Wszyscy uczniowie klas 1-5 zdali do następnej klasy. Aby zwiększyć wartość w polu klasa o 1 należy użyć polecenia","D. UPDATE nazwisko, imie SET klasa=klasa+1 WHERE klasa>1 OR klasa<5;",false
"187","Uprawnienia obiektowe, nadawane użytkownikom serwera bazy danych, mogą pozwalać lub zabraniać","A. dziedziczyć uprawnienia",false
"187","Uprawnienia obiektowe, nadawane użytkownikom serwera bazy danych, mogą pozwalać lub zabraniać","B. modyfikować role i konta użytkowników",false
"187","Uprawnienia obiektowe, nadawane użytkownikom serwera bazy danych, mogą pozwalać lub zabraniać","C. wykonywać instrukcje, takie jak tworzenie kopii zapasowej",false
"187","Uprawnienia obiektowe, nadawane użytkownikom serwera bazy danych, mogą pozwalać lub zabraniać","D. wykonywać operacje na bazie, takie jak wstawanie lub modyfikowanie danych",true
"188","Przed wykonaniem kopii bezpieczeństwa bazy danych, tak aby kopia ta była poprawna i możliwa do późniejszego odtworzenia, należy sprawdzić","A. możliwość udostępnienia bazy danych",false
"188","Przed wykonaniem kopii bezpieczeństwa bazy danych, tak aby kopia ta była poprawna i możliwa do późniejszego odtworzenia, należy sprawdzić","B. prawa dostępu do serwera bazy danych",false
"188","Przed wykonaniem kopii bezpieczeństwa bazy danych, tak aby kopia ta była poprawna i możliwa do późniejszego odtworzenia, należy sprawdzić","C. poprawność składni zapytań",false
"188","Przed wykonaniem kopii bezpieczeństwa bazy danych, tak aby kopia ta była poprawna i możliwa do późniejszego odtworzenia, należy sprawdzić","D. spójność bazy danych",true
"189","W MS SQL Server polecenie RESTORE DATABASE służy do","A. odtworzenia bazy danych z kopii bezpieczeństwa",true
"189","W MS SQL Server polecenie RESTORE DATABASE służy do","B. odświeżenia bazy danych z kontrolą więzów integralności",false
"189","W MS SQL Server polecenie RESTORE DATABASE służy do","C. przebudowania bazy danych w oparciu o buforowane dane",false
"189","W MS SQL Server polecenie RESTORE DATABASE służy do","D. usunięcia bazy danych z serwera centralnego subskrybenta",false
"190","W języku PHP zmienna typu float przyjmuje wartości","A. logiczne",false
"190","W języku PHP zmienna typu float przyjmuje wartości","B. nieliczbowe",false
"190","W języku PHP zmienna typu float przyjmuje wartości","C. tylko całkowite",false
"190","W języku PHP zmienna typu float przyjmuje wartości","D. zmiennoprzecinkowe",true
"191","Dany jest fragment kodu PHP z zdeklarowaną zmienną typu tablicowego. W wyniku wykonania kodu zostanie wpisane imię","A. Anna",false
"191","Dany jest fragment kodu PHP z zdeklarowaną zmienną typu tablicowego. W wyniku wykonania kodu zostanie wpisane imię","B. Tomasz",false
"191","Dany jest fragment kodu PHP z zdeklarowaną zmienną typu tablicowego. W wyniku wykonania kodu zostanie wpisane imię","C. Krzysztof",true
"191","Dany jest fragment kodu PHP z zdeklarowaną zmienną typu tablicowego. W wyniku wykonania kodu zostanie wpisane imię","D. Aleksandra",false
"192","Przedstawiony kod języka PHP","A. jest błędny, nieznany operator =>",false
"192","Przedstawiony kod języka PHP","B. definiuje tablicę z trzema wartościami",true
"192","Przedstawiony kod języka PHP","C. definiuje tablicę z sześcioma wartościami",false
"192","Przedstawiony kod języka PHP","D. jest błędny, indeksami tablicy mogą być tylko liczby całkowite",false
"193","W języku JavaScript poprawnie nazwana zmienna to","A. #imie",false
"193","W języku JavaScript poprawnie nazwana zmienna to","B. imie2",true
"193","W języku JavaScript poprawnie nazwana zmienna to","C. imię2",false
"193","W języku JavaScript poprawnie nazwana zmienna to","D. imię%",false
"194","Zakładając, że zmienne: a, b, c przechowują wartości numeryczne, wynikiem działania warunku będzie wypisanie liczby","A. najmniejszej",false
"194","Zakładając, że zmienne: a, b, c przechowują wartości numeryczne, wynikiem działania warunku będzie wypisanie liczby","B. największej",true
"194","Zakładając, że zmienne: a, b, c przechowują wartości numeryczne, wynikiem działania warunku będzie wypisanie liczby","C. nieparzystej",false
"194","Zakładając, że zmienne: a, b, c przechowują wartości numeryczne, wynikiem działania warunku będzie wypisanie liczby","D. parzystej",false
"195","Fragment kodu języku PHP ma następującą postać. Wynikiem działania pętli będzie wypisanie liczb:","A. 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",false
"195","Fragment kodu języku PHP ma następującą postać. Wynikiem działania pętli będzie wypisanie liczb:","B. 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",false
"195","Fragment kodu języku PHP ma następującą postać. Wynikiem działania pętli będzie wypisanie liczb:","C. 0,4,8,12,16,20",true
"195","Fragment kodu języku PHP ma następującą postać. Wynikiem działania pętli będzie wypisanie liczb:","D. 0,4,8,12,16",false
"196","Zadaniem funkcji zapisanej w języku PHP jest","A. Wypisanie liczby parzystej",false
"196","Zadaniem funkcji zapisanej w języku PHP jest","B. Wypisanie liczby nieparzystej",false
"196","Zadaniem funkcji zapisanej w języku PHP jest","C. Zwrócenie wartości 1, gdy liczba jest parzysta",true
"196","Zadaniem funkcji zapisanej w języku PHP jest","D. Zwrócenie wartości 0, gdy liczba jest parzysta",false
"197","Wykonanie kodu JavaScript w przeglądarce wymaga","A. debugowania",false
"197","Wykonanie kodu JavaScript w przeglądarce wymaga","B. kompilowania",false
"197","Wykonanie kodu JavaScript w przeglądarce wymaga","C. interpretowania",true
"197","Wykonanie kodu JavaScript w przeglądarce wymaga","D. zamiany na kod maszynowy",false
"198","Kod strony WWW napisanej w języku PHP","A. jest wykonywany po stronie klienta",false
"198","Kod strony WWW napisanej w języku PHP","B. jest wykonywany po stronie serwera",true
"198","Kod strony WWW napisanej w języku PHP","C. może być uruchomiony bez obsługi serwera WWW",false
"198","Kod strony WWW napisanej w języku PHP","D. jest przetwarzany na tych samych zasadach co JavaScript",false
"199","Zakładając, że zmienna tablicowa $tab jest wypełniona liczbami naturalnymi, wynikiem programu będzie wypisanie","A. największego elementu tablicy",true
"199","Zakładając, że zmienna tablicowa $tab jest wypełniona liczbami naturalnymi, wynikiem programu będzie wypisanie","B. najmniejszego elementu tablicy",false
"199","Zakładając, że zmienna tablicowa $tab jest wypełniona liczbami naturalnymi, wynikiem programu będzie wypisanie","C. elementu tablicy, który jest równy wartości $tab[0]",false
"199","Zakładając, że zmienna tablicowa $tab jest wypełniona liczbami naturalnymi, wynikiem programu będzie wypisanie","D. tych elementów, które są większe od zmiennej $liczba",false
"200","Fragment kodu w języku JavaScript realizujący dodawanie dwóch liczb ma następującą postać. Aby dodawanie wykonane było po kliknięciu przycisku o nazwie , należy w wykropkowane miejsce wstawić","A. <button onselect="return dodaj()">dodaj</button>",false
"200","Fragment kodu w języku JavaScript realizujący dodawanie dwóch liczb ma następującą postać. Aby dodawanie wykonane było po kliknięciu przycisku o nazwie , należy w wykropkowane miejsce wstawić","B. <button onselect="return dodaj()">oblicz</button>",false
"200","Fragment kodu w języku JavaScript realizujący dodawanie dwóch liczb ma następującą postać. Aby dodawanie wykonane było po kliknięciu przycisku o nazwie , należy w wykropkowane miejsce wstawić","C. <button onclick="return oblicz()">dodaj</button>",false
"200","Fragment kodu w języku JavaScript realizujący dodawanie dwóch liczb ma następującą postać. Aby dodawanie wykonane było po kliknięciu przycisku o nazwie , należy w wykropkowane miejsce wstawić","D. <button onclick="return dodaj()">dodaj</button>",true
"201","Komentarz w języku JavaScript rozpoczyna się od znaku lub znaków","A. <!--",false
"201","Komentarz w języku JavaScript rozpoczyna się od znaku lub znaków","B. <?",false
"201","Komentarz w języku JavaScript rozpoczyna się od znaku lub znaków","C. //",true
"201","Komentarz w języku JavaScript rozpoczyna się od znaku lub znaków","D. #",false
"202","Polecenie pg_connect języka PHP służy do połączenia z bazą","A. mySQL",false
"202","Polecenie pg_connect języka PHP służy do połączenia z bazą","B. MS SQL",false
"202","Polecenie pg_connect języka PHP służy do połączenia z bazą","C. PostgreSQL",true
"202","Polecenie pg_connect języka PHP służy do połączenia z bazą","D. MS ACCESS",false
"203","Aby zamieścić aplikację PHP w internecie, należy jej pliki źródłowe skopiować na serwer za pomocą protokołu","A. FTP",true
"203","Aby zamieścić aplikację PHP w internecie, należy jej pliki źródłowe skopiować na serwer za pomocą protokołu","B. HTTP",false
"203","Aby zamieścić aplikację PHP w internecie, należy jej pliki źródłowe skopiować na serwer za pomocą protokołu","C. SMTP",false
"203","Aby zamieścić aplikację PHP w internecie, należy jej pliki źródłowe skopiować na serwer za pomocą protokołu","D. NNTP",false
"204","Personalizowanie wyglądu strony dla danego użytkownika i jego identyfikacja w serwisie są możliwe dzięki mechanizmowi","A. obiektów DOM",false
"204","Personalizowanie wyglądu strony dla danego użytkownika i jego identyfikacja w serwisie są możliwe dzięki mechanizmowi","B. łączenia z bazą",false
"204","Personalizowanie wyglądu strony dla danego użytkownika i jego identyfikacja w serwisie są możliwe dzięki mechanizmowi","C. formularzy",false
"204","Personalizowanie wyglądu strony dla danego użytkownika i jego identyfikacja w serwisie są możliwe dzięki mechanizmowi","D. cookie",true
"205","Automatyczna weryfikacja właściciela strony udostępnianej przez protokół HTTPS jest możliwa dzięki","A. danym kontaktowym na stronie",false
"205","Automatyczna weryfikacja właściciela strony udostępnianej przez protokół HTTPS jest możliwa dzięki","B. kluczom prywatnym",false
"205","Automatyczna weryfikacja właściciela strony udostępnianej przez protokół HTTPS jest możliwa dzięki","C. certyfikatowi SSL",true
"205","Automatyczna weryfikacja właściciela strony udostępnianej przez protokół HTTPS jest możliwa dzięki","D. danym whois",false
"206","Do grupowania obszarów na poziomie bloków, które będą formatowane za pośrednictwem znaczników, należy użyć","A. <p>",false
